fabm2ae2	"california" del p end of word
fadf1an2	"spin" del w's before word, add p end of word; "around" del p end of word; "around" sub w, replacement, add w's after word, restart; 
fadf1ao2	"thin" del w's before word; add n after sentence;
fadf1ap2	add n before sentence; "Dust" add p before word, false start; "storms" add p's before word, false start, add n after word; sub w, replacement, add w after word, restart;"happen" del p end of word; add n after sentence, whisper;
fadf1aq2	add nbefore senence; "The" sub p end of word, not in CMUDICT; "storms" add p before word, false start,del p end of word, add n after word; 
fadf1ar2	add n before sentence; "dirt" sub p middle of word, not in CMUDICT; 
fadf1at2	add n before sentence; "fills" sub p middle of word, not in CMUDICT; "water" sub p middle of word, not in CMUDICT;add n after sentence;
fadf1au2	"water" sub p middle of word, not in CMUDICT; "goes" del p end of word, del w's after word;
fadf1av2	"When" del p's end of word; "water" sub p middle of word, sub p's end of word, not in CMUDICT; "and" del p end of word, del w's after word;
fadf1aw2	add n before sentence; "Recycling" del p's middle of word; 
fadf1ax2	"ago" del w's before word, del p beginning of word; "recycled" sub p middle of word, del p middle of word;add n after sentence; 
fadf1ay2	"more" del w's before word; "paper" del p end of word;
fadf1az2	"say" del w's after word;
fadf1ba2	"good" add n after word; "Earth" sub p end of word; add n after sentence;
fadf1bb2	"People" del p's beginning of word; "new" add w after word, restart; 
fadf1bc2	add n before sentence; "piles" sub w, replacement;
fadf1bd2	add n before sentence;"garbage" sub p end of word, not in CMUDICT; add n after sentence;
fadf1be2	add n before sentence; "worms" add p's before word, false start(s), add p end of word;  "garbage" sub p end of word;
fadf1bf2	"food" del p beginning of word, del w's before word;"kind" del p end of word; add n after sentence;
fadf1bh2	add n before sentence; "has" del p beginning of word; add n after sentence; 
fadf1bi2	add n before sentence; "from" add n after word; "used" del p end of word; 
fadf1bj2	add n before sentence; "plastic" ad p before word, false start, sub p's middle of word, add w after word, restart; 
fadf1bk2	"Workers" del p's beginning of word, add  after word;"parts" sub p middle of word; "clothing" del p's end of word; add n afer sentence; 
fadf1bl2	add n before sentence; "workers" del p end of word; add n after sentence; 
fadf1bm2	add n before sentence; "old" sub p beginning of word, del p end of word; "others" add p end of word; "people" add p end of word; "them" sub p beginning of word; add n after sentence;
fadf1bn2	add n before sentence; "them" sub p's beginning of word, not in CMUDICT;
fadf1bo2	add n before sentence; "Then" sub p beginning of word; "them" sub p beginning of word; add n after sentence;
fadf1bp2	add n before sentence; "bodies" sub w, replacement, add n after word; "water" sub p middle of word, not in CMUDICT; add n after sentence;
fadf1bq2	"oceans" del p end of word; 
fadf1br2	add n before sentence; "Seals" add n after word; "live" del p end of word; "oceans" del p end of word;
fadf1bs2	add n before setence; "California" del  w before word; "are" sub w, replacement,add n after word; "working" del p's end of word; "seals"  add p's before word, false start(s), add n before word; "homes" del p end of word; add n after sentence;
fadf1bu2	"Scientists" add p before word, false start, add w's before word, whisper, del p end of word, add n after word; "working" del p middle of word, add n after word; "ocean" add p before word, false start; "animals" sub w, replacement; add n after word
fadf1bv2	"turtles" sub w, replacement, add n after word; "ocean" add w's after word, restart ("ocean" add p before word, false start); add n after sentence;
fadf1bw2	"swim" add n after word; "land" del p end of word; "only" add n after word;add n after sentence; 
fadf1bx2	add n before sentence; "water" sub p middle of word, not in CMUDICT;
fadf1by2	"Dolphins" sub p beginning of word; add n after sentence;
fadf1ca2	add n before sentence;"They" sub p beginning of word; "and" sub p beginning of word, not in CMUDICT;"water" sub p middle of word, not int CMUDICT;add n after sentende;
fadf1cc2	add n before sentence; "their" sub p beginning of word; "flippers" del p end of word; add n after word;
fadf1cd2	"eat" del w's before word; sub p's beginning of word;
fadf1ce2	"otters" sub p beginning of word; add n after sentence;
fadf1cf2	"Otters" sub p beginning of word; add n after sentence;
fadf1cg2	"They" sub p beginning of word; "eat" add p after word; "and" del p end of word; 
fadf1cj2	"Sometimes" add n middle of sentence; "will" add n after word, sub p middle of word; "tastes" del p end of word; 
fadf1cl2	"Until" sub p beginning of word, del p end of word; "now" add p before word, false start, add n after word; "scientists" del p end of word;"examine" add p's before word, false start(s), del p middle of word, sub p end of word; "trees" del p end of word; 
fadf1cm2	"hang" del w's before word, add n before word; "treetops" add n before word, add n after word;
fadf1cp2	add n before sentence; "lots" del p end of word; "lots" del p end of word; "rain" add w's after word, restart;add n after sentence;
fadf1cq2	add n before sentence; "and" sub p beginning of word, not in CMUDICT; add n after sentence;
fadf1cr2	"there" del p's end of word, del w's after word;
fadf1cs2	add n before sentence; "let" add n after word, add w after word, restart; "off" sub p beginning of word; del w after word;
fadf1cu2	add n before sentence; "animals" sub p beginning of word; "stink" add p's before word, false start(s), sub p middle of word, del p end of word, del w's after word;
fadh1aa2	del sentence, add n
fahe2aa2	"scientist"  del p end of word; "walk" del p end of word;
fahe2ab2	"a" del w after word; "flew" add p beginning of word, del p middle of word, del w after word;
fahe2ac2	"scientist" del p end of word;
fahe2ai2	"scientists" add p beginning of word, add p middle of word, del p end of word; "blue" del w before word;
fahe2ak2	"scientists" add p middle of word, del p end of word; "will" add p beginning of word false start;
fahe2al2	"they catch a few" fasle start ('few' del p end of word); "they catch a few" false start ('few' add p beginning of word); add n middle of sentence;
fahe2am2	"they" del w before word; "put" add n beginning of word; "cage" add n beginning of word;
fahe2aq2	"scientists" sub p end of word not in CMUDICT;
fahe2as2	"insects" sub p end of word not in CMUDICT
fahe2av2	"forests" del p end of word;
fahe2bb2	"mother" del w before word;
fahe2bc2	"one" del p beginning of word;
fahe2bi2	"it" del p beginning of word;
fahe2bk2	"caterpillar" sub p end of word not in CMUDICT;
fahe2bq2	"Planes" add w before word,  del p end of word; "fly" sub p end of word replacement;
fahe2br2	"planes" del p end of word replacement; "carry" add p end of word replacement;
fahe2ca2	"rwandans" del p end of word;
fahe2cb2	"Most" del p end of word;
fahe2cj2	"There" del w after word;
fahe2cl2	"Many" del  w  (three of them) before word;
fahe2cq2	"keep" sub w replacement;
fahe2cr2	"emperor" del p end of word; "winter" add w before word;
fahe2cw2	"they" del p beginning of word;
fahe2cy2	"at" sub w replacement; "southern" sub p beginning of word;
fahe2cz2	"is" del w before word;
fahe2dh2	"sheathbills" sub p beginning of word not in CMUDICT; "Antarctica" del p beginning of word;
fahe2dj2	"bills" sub w replacement, add w's after word restart;
fahe2dk2	"crabeater" sub p beginning of word not in CMUDICT;
fahe2dl2	"most" del p end of word;
fahe2dn2	"cold" del w before word, add w's after word restart ("cold" add p end of word);
fahe2dr2	"too" del w before word;
fahe2ds2	"asked" del p end of word;
fahe2dv2	"up" add n end of word; "and" del p end of word;  "move" add p end of word; "about" del p beginning of word;
fahe2dw2	"and" del p end of word;
fahe2dx2	"heart" del p end of word;
fahj1aa2	add n before sentence; "in" add w before word, del w after word; "lightning" sub p middle of word, not in CMUDICT; add n after sentence, whisper
fahj1ab2	"moves" del w before word, del p beginning of word, add w's after word, restart("Lightning" sub p middle of word, not in CMUDICT);add n after sentence;
fahj1ac2	"sometimes" add n middle of word; "ground" del p end of word; add n after sentence;
fahj1ad2	"Lightning" sub p middle of word, not in CMUDICT; 
fahj1ae2	"and" del p end of word; add n after sentence, whisper;
fahj1af2	add n before sentence; "lightning" sub p middle of word, not in CMUDICT; add n after sentence;
fahj1ag2	add n before sentence; "lightning" sub p middle of word, not in CMUDICT; "you" add n after word; add n after sentence, whisper;
fahj1ai2	add n before sentence; "water" sub p middle of word, not in CMUDICT; add n after sentence;
fahj1ak2	add n before sentence; "computer" sub p end of word, not in CMUDICT; add n after sentence;
fahj1al2	add n before sentence;"brings" del p beginning of word, del p end of word, add w's after word, restart; "many" del p beginning of word; "kinds" del p end of word; add n after sentence;
fahj1am2	"bring" del p end of word; add n after sentence;
fahj1an2	add n before sentence; "winds" del p end of word; "spin" add p end of word, add w after word, restart; add n after sentence;
fahj1ap2	"Dust" del p end of word; add n after sentence, whisper;
fahj1aq2	"storms" del p's beginning of word; "have" add w's after word, restart; add n after sentence, whisper;
fahj1ar2	add n before sentence; "winds" del p's end of word; "around" del p end of word; add n after sentence;
fahj1as2	add n before sentence; "see" add n after word; "dust" del p end of word; "storms" add p end of word; add n after sentence, whisper;
fahj1at2	add n before sentence; "rivers" del p end of word; "water" sub p middle of word, not in CMUDICT;add n after sentence;
fahj1au2	"river" sub w, replacement;"onto" sub w, replacement; "land" del p end of word; add n after sentence;
fahj1av2	add n before sentence; "and" del p end of word; "houses" add n after word; "it is called" add w's after words, repeat; 
fahj1aw2	add n before sentence; "Earth" sub p end of word, not in CMUDICT; add n after sentence;
fahj1ax2	"people" del p's beginning of word;
fahj1ay2	"and" del p end of word; add n after sentence;
fahj1az2	"Experts" del p end of word; "that's" del p end of word; "good" add p before word;"news" add w's after word, restart; add n after sentence;
fahj1ba2	add n before sentence; "good" sub p middle of word, not in CMUDICT; "Earth" sub p end of word, not in CMUDICT; 
fahj1bb2	add n before sentence; "use" add p before word, false start; "things" sub p middle of word, not in CMUDICT;
fahj1bc2	"much" sub p end of word, not in CMUDICT;
fahj1bd2	"food" sub w, replacement; "garbage" sub p's end of word, not in CMUDICT;
fahj1be2	add n before setence; "food" sub w, replacement, add w after word, restart; "garbage" sub p's end of word, not in CMUDICT;add n after sentence;
fahj1bg2	"gardens" sub p middle of word, not in CMUDICT; 
fahj1bh2	add n before sentence; "important" sub p middle of word, not in CMUDICT; 
fahj1bk2	add n before sentence; "bottles" del p end of word; add n after sentence;
fahj1bp2	"big" add n after word; "water" sub p middle of word, not in CMUDICT; add n after sentence;
fahj1bq2	add n before sentence; "oceans" del p end of word; add n after sentence;
fahj1br2	add n before sentence; "oceans" del p end of word; add n after sentence;
fahj1bs2	add n before sentence;"keep" add n after word; "seal" sub p middle of word, not in CMUDICT; "and" del p end of word;add n after sentence;
fahj1bu2	add n before sentence; "to" add n after word;"protect" sub p's beginning of word, not in CMUDICT, add p end of word; "many" add n after word; "ocean" sub p middle of word, not in CMUDICT;
fahj1bv2	add n before sentence; "ocean" sub p middle of word, not in CMUDICT; add n after sentence;
fahj1bw2	add n before sentence; "land" del w after word; add n after sentence, whisper;
fahj1bx2	add n before sentence; "water" sub p middle of word, not in CMUDICT; 
fahj1ca2	add n before sentence;"play" sub w, replacement, add n after word, add w's after word, restart; add n after sentence;
fahj1cd2	add n before sentence; "whales" sub p middle of word, not in CMUDICT; "eat" del p end of word; add n after sentence;
fahj1ce2	add n before sentence; "otters" add p before word, false start, sub p beginning of word; "ocean" sub p middle of word, not in CMUDICT;
fahj1cf2	add n before sentence; "Otters" add p before word, false start, sub p beginning of word;"swim" add n after word; add n after sentence;
fahj1ch2	add n before sentence; "Brightly" sub p middle of word, not in CMUDICT;"colored" del p end of word; 
fahj1ci2	add n before sentence; "sometimes" sub p middle of word, not in CMUDICT; add n after sentence;
fahj1ck2	add n before sentence;"forest" del p end of word; add n after sentence;
fahj1cl2	"scientists" del p end of word; "could" sub w, replacement; "examine" add n before word, add p before word, false start, sub w, replacement, add n after word; "the" add w after word, repeat("the" sub p beginning of word, not in CMUDICT);add n after sentence, whisper;
fahj1cm2	add n before sentence; "that" sub w, replacement; "tall" sub w, replacement;"trees" del p end of word, add w's after word, restart(s)("tall" sub w, replacement;); add n after sentence, whisper;
fahj1cp2	add n before sentence; "gets" sub p middle of word, not in CMUDICT, del p middle of word; add n after sentence;
fahj1cr2	"Many" del p beginning of word; "frog" add n after word; add n after sentence, whisper;
fahj1cs2	add n before sentence; "let" add n after word, add w after word;"its" del p middle of word; add n after sentence;
fahj1cu2	add n before sentence;"stink"  sub w, replacement;"bug" add p's before word, add w's after word, restart; "tastes" add p end of word; 
fahj1cv2	"are" sub w, replacement; "look" add w before word; 
fahj1cy2	add n before sentence; "Monkey" sub p beginning of word, not in CMUDICT; 
fahj1da2	add n before sentence; "forests" del p end of word; 
fahj1db2	add n before word; "forest" del w before word; add n after sentence;
fahj1dc2	add n before sentence; "to" del w after word;"people" add w's after word, restart(s), add n after word; "in" add w after word; 
fahj1dd2	add n before sentence; "scientists" del p end of word; "medicines" del p end of word, add w after word, restart; add n after sentence;
fahj1de2	add n before sentence; "could" add n after word; "help" add p end of word; "feel" sub p middle of word, not in CMUDICT; 
fahj1df2	add n before sentence; "Scientists" del p end of word; "dinosaurs" sub p beginning of word, not in CMUDICT; add n after sentence;
fahj1dg2	add n before sentence; "learned" del p end of word; "the" add p before word, false start; "Stegosaurus" add p's before word, false start(s), sub p middle of word; add n after sentence;
fahj1di2	"There" sub p beginning of word; "places" del p end of word, add w after word, restart;
fahj1dk2	add n before sentence; "Scientists" del p end of word; "say" add n after word; "dinosaur" add p end of word; "ground" del p end of word;
fahj1dn2	add n before sentence; "laid" del p end of word, del w after word; "ground" del p end of word; add n after sentence;
fahj1do2	add n before sentence; "Then" add w before word; "covered" del p end of word; "or" sub w, replacement; add n after sentence;
fahj1dp2	"hatched" del p end of word; add after sentence;
fahj1dq2	"long" del w before word; "scientists" add w's before word, del p end of word, add w's after word, restart("scientists" del p end of word;);"found" del p end of word; add n after sentence;
fahj1ds2	"found" del p end of word;"the" sub p beginning of word, not in CMUDICT; 
fahj1dt2	"Scientists" del p end of word; "inside" add w after word; 
fahj1dw2	add n before sentence; "and" del p end of word, add n after word; add n after sentence; add w's after sentence, whisper;
fahj1dy2	"peels" sub p middle of word, not in CMUDICT;
fahj2dz2	"jump" sub p beginning of word, del p end of word; 
fahj3eb2	"loud" sub p end of word; "hurricane" add p end of word; "winds" add n after word, add w's after word, restart;add n after sentence;
fahj3ec2	"inside" add n after wod; "same" del w before word, sub w, replacement; "hurricane" add p end of word; add w's after sentence, whisper;
fahj3ee2	add n before sentence; "loud" sub p middle of word; "can't" add n after word; "talk" del p's end of word, add w's after word, restart(s)("can't" add p end of word, add n after word;); 
fahj3ef2	"from" add n after word;"wearing" add n after word;  "loud" del p end of word; add n after sentence;
fahj3eg2	"many" add w's after word, restart; "scientists" del p end of word; "wondered" del p end of word, add n after word; "meat-eating"  sub p middle of word, not in CMUDICT, add n after word;"Tyrannosaurus" sub w, replacement; "had" add n before word, add n after word; "eaten" sub p's end of word, add p after word, false start, add w after word, restart; "Triceratops" add p's before word, false start(s), sub p's beginning of word; add n after sentence;
fahj3eh2	add n before sentence; "They" add n after word; "knew" sub w, replacement; "munched" add p before word, false start, sub p middle of word; "on" add n after word; "dinosaurs" add n after word; "didn't" add p end of word; "it" del w after word; "munched" del p middle of word; "Triceratops" del p's beginning of word; add n after sentence;
fahj3ej2	add n before sentence; "found" del p end of word; "Triceratops" sub p beginning of word; 
fahj3ek2	"huge" del w's before word; "tooth" sub w, replacement; "in" sub w, replacement; add n after sentence;
fahj3el2	"scientist" del p end of word; "a" add w after word, restart; "made" sub w, replacment, add w's after word, restart(s)("made" sub w, replacement; "made" add p before word, false start;);
fahj3em2	add n befoe sentence; "T." add n after word; "rex" del p end of word; "because" add n after word; "tooth" add n after word; add n after sentence, whisper;
fahj3en2	add n before sentence; "he" sub w, replacement, add n after word; "tooth" sub w, replacement; add n after sentence;
fahj3eo2	add n before sentence; "mold" del p end of word; "tooth" add p before word, false start; "fossils" del p end of word; "and" add n after word; add n after sentence;
fahj3ep2	"Do" sub w, replacement; "you did" sub w, words switched, add w after word, add w's after word, restart;add n after sentence;
fahj3eq2	add n before sentence; "question" sub p middle of word, not in CMUDICT; add n after sentence;
fahj3er2	"learn" sub w, replacement; "question" sub p middle of word, not in CMUDICT;add n after sentence;
fahj3es2	"they" del w before word; "computer" add n after word; "to" add p's before word, false start; add n after sentence;
fahj3eu2	"their" add p's after word, false start, add w after word, restart("their" sub p beginning of word, not in CMUDIT); "getting" sub p middle of word, not in CMUDICT; add n after sentence;
fajb1aa2	add n sentence; "lightning" sub p middle of word, not in CMUDICT;
fajb1ab2	add n before sentence; "Lightning" sub p middle of word, not in CMUDICT; "air" sub p beginning of word; add n after sentence;
fajb1ac2	add n sentence; "hits" del p end of word;"ground" del p end of word;
fajb1ad2	add n sentence; "Lightning" sub p middle of word, not in CMUDICT; 
fajb1af2	add n before sentence; "away" add n middle of word; "lightning" sub p middle of word, not in CMUDICT, del p end of word; add n after sentence; 
fajb1ag2	add n before sentence; "lightning" sub p middle of word, not in CMUDICT; "comes" add p middle of word, add n after word; "do" add n after word; add n after sentence;
fajb1aj2	add n before sentence; "use" del p end of word; add n after sentence;
fajb1an2	add n after sentence; "around" del p end of word; "around" del p end of word; 
fajb1ao2	add n before sentence;"thin" add n before word, add p before word, false start, add n after word; "ground" del p end of word; add n after sentence;
fajb1aq2	add n before sentence; "storms" del p end of word; add n after sentence;
fajb1ar2	"blow" add n beginning of word; "dirt" add n beginning of word; "around" del p end of word;
fajb1au2	add n before sentence; "onto" sub w, replacement; 
fajb1av2	"houses" add n after word; "flood" sub p middle of word;
fajb1aw2	add n before sentence; "Recycling" del p end of word, add n after word; add n after sentence;
fajb1az2	"Experts" sub p beginning of word, sub p's end of word, add n after word; 
fajb1bb2	add n before sentence; "trash" sub p end of word; add n after sentence;
fajb1bd2	add n before setence; "garbage" sub p end of word;add n after sentence;
fajb1be2	"worms" add p end of word; "garbage" sub p end of word;
fajb1bf2	"into" add n after sentence; "soil" sub p middle of word;
fajb1bg2	add n before sentence;"soil" sub p middle of word; "gardens" sub p middle of word; 
fajb1bh2	"important" del p middle of word; add n after sentence;
fajb1bl2	"Some" del  p end of word; 
fajb1bq2	"plants" add n beginning of word; "the" add p before word; "oceans" del p end of word;
fajb1br2	add n before sentence; "oceans" del p's end of word; 
fajb1bs2	add n before sentence; "California" add n after word; "keep" add n after word; "and" del p end of word; add n after sentence;
fajb1bt2	add n before sentence;"ocean" del p end of word;
fajb1bu2	add n before sentence; "Scientists" sub p beginning of word,add p's midde of word, sub p's end of word;add n after sentence;
fajb1bv2	add n before sentence; "ocean" del p end of word;
fajb1by2	"Dolphins" sub p beginning of word, add n after word; "ocean" del p end of word; add n after sentence;
fajb1ce2	add n before sentence; "otters" sub p beginning of word; "ocean" del p end of word; add n after sentence;
fajb1cf2	"Otters" sub  beginning of word; 
fajb1cj2	add n before sentence; "not" add n after word; "tastes" del p end of word; "bad" del p end of word; add n after sentence;
fajb1ck2	"tropical" sub p's middle of word; "many" add n after word; "tall" add n before word, sub p middle of word, add  w after word, restart; 
fajb1cl2	"scientists" sub p beginning of word, add p's middle of word, sub p's end of word; "not" del w's after word;
fajb1cm2	"Now" add p after word; "in" sub w, replacement; add n after sentence
famb1ac2	add n before sentence; "hits" del p middle of word; "ground" del p end of word; add whisper end of sentence;
famb1ae2	"and" del p end of word; "buildings" add n end of word; add n end of sentence;
famb1af2	add n before sentence; "away" sub p beginning of word not in CMUDICT; "from" add n before word; "lightning" del p end of word; add n and whisper end of sentence;
famb1ag2	"lightning" del p end of word; "comes" add n before word; "you" add n before word; "safe" add whisper before word, add n and whisper after word;
famb1ak2	"television" sub w replacement; add n and whisper end of sentence;
famb1al2	add n before sentence; "many" add n end of word; "of" del p end of word; "weather" sub w replacement; add n and shout end of sentence;
famb1am2	"bring" add p end of word; "and" del p end of word; "big" del w after word, add whisper after word;
famb1an2	"the" del p beginning of word, add p end of word; "wind" del p end of word; "spin" sub w replacement, "around" del p end of word, "around...around" add n among words; add whisper end of sentence;
famb1ao2	"they" del p beginning of word; "thin" sub w replacement; "cloud" del p's middle and end of word, del all w's after word;
famb1ap2	"Dust" del p end of word; "storms" add n after word ; "in" add n before word; "dry" sub w replacement; "places" add n before word; del p end of word; add whisper end of sentence;
famb1aq2	"big" add w before word; "winds" del p end of word; add whisper end of sentence;
famb1ar2	"winds" del w before word, del p's beginning of word, del p end of word; "blow" add p end of word; "dust" sub w replacement; "dirt" add pause before word; add whisper end of sentence;
famb1as2	add n before sentence; "sometimes" del p end of word; "hard" sub p end of word not in CMUDICT; "in" add n before word; add n end of sentence;
famb1at2	add n before sentence; "rain" add n beginning of word, del p end of word; "fills" sub w replacement, add n beginning of word; "with" add n end of word; "water" add n beginning of word; add whisper end of sentence;
famb1au2	"gets" del all w's before word; "land" add n after word; add whisper end of sentence;
famb1av2	"covers" del w's before word; "streets" del p end of word; "and" del p end of word; "called" sub w replacement; "flood"  sub p middle of word not in CMUDICT, del p end of word; add n end of sentence;
famb1ax2	"many" add n before word; "recycled" sub w replacment; add n end of sentence;
famb1ay2	"Now" sub w replacement; "a" add p and w's after word restart; "more" add n before word; "recycle" sub w replacment, add n before word; "bottles" add n before word; "and" del p end of word; add whisper end of sentence;
famb1az2	"experts" del p end of word; "that's" del p end of word; "good" sub p end of word not in CMUDICT; add n end of sentence;
famb1ba2	"good" sub p end of word not in CMUDICT; "keep" add n after word; "the" add n after word; "cleaner" del p end of word; add n and whisper end of sentence;
famb1bc2	"not...trash" add n among words; "not" del w before word; "piles" sub w replacement; add n end of sentence;
famb1bf2	"worms" del w before word, del p beginning of word; "turn" add p end of word; "food" sub p end of word not in CMUDICT; "special" sub w replacement; "kind" add p end of word; "of" add n before word; "soil" sub w replacement; add whisper end of sentence;
famb1bg2	"soil" del w before word, sub w replacement; "used" add p end of word; "gardens" sub w replacement;
famb1bh2	add n before sentence; "has" add p middle of word; "important" del p beginning of word, del p end of word, del all w's after word;
famb1bi2	"shows" del p end of word; "used" add p end of word;
famb1bj2	"bottles" sub w replacement, add n after word;
famb1bk2	"workers" del p's end of word; "use" add p end of word; "parts" add p before word false start; "bottles" sub w replacement; "clothing" sub p middle of word not in CMUDICT, add p end of word; add whisper end of sentence;
famb1bl2	"workers" del p middle of word; add n end of sentence;
famb1bm2	"up" sub w replacement; "old" sub p end of word not in CMUDICT; "and" del p end of word; "other" sub w replacment, add w after word;
famb1bn2	"after" del p middle of word, add w after word repeat; "use" add n before word; "the" sub p end of word not in CMUDICT, add w after word repeat; "back" del p end of word; add whisper end of sentence;
famm1ab2	"moves" sub w not in CMUDICT
famm1ac2	"sometime" del p end of word
famm1ae2	"and" del p end of word
famm1ak2	"television" sub w not in CMUDICT
famm1al2	"spring" del p end of word
famm1am2	"tornadoes" add p false start * "and" del p end of word
famm1an2	"winds" del p end of word
famm1ap2	"dust" del p end of word
famm1aq2	"winds" del p middle of word
famm1ar2	"winds" del p end of word * "blow" add p end word
famm1as2	"is" del p beginning of word * "in" sub w replacement
famm1au2	"onto" sub w not in CMUDICT * "the" del w
famm1av2	"and" del p end of word * "is" del p beginning of word
famm1ay2	"and" del p end of word
famm1bi2	"shows" sub w not in CMUDICT * "that" del w
famm1bm2	"old" del p middle of word
famm1bq2	"and" del p end of word
famp2aa2	add n before sentence; "walk" del p end of word;add n after sentence
famp2ah2	"homes" del p end of word;
famp2ai2	add noise before sentence; "the" del p end of word,del all text after;
famp2ak2	"scientists" del p end of word;add n after sentence;
famp2al2	"They" add words before word, restart ("catch" sub word);
famp2am2	add n before sentence;"they" del word before word;add n after sentence;
famp2ap2	add n before sentence;"new" add words before word, restart ("butterflies" del p's end of word);add n after sentence;
famp2ba2	"butterfly" del word before word;"an" sub p beginning of word;
